full_id,osm_id,osm_type,amenity,name,long,lat
n5790001037,"5790001037",node,school,Zeti Roulpur Primary School,91.200389,25.108356
n5790001038,"5790001038",node,school,Brack Vashoman Shikkha Tori,91.199865,25.107589
n5790001040,"5790001040",node,school,Taka Tukeya Primary School,91.197285,25.107970
n5790001042,"5790001042",node,school,Borodol puranhati Gov Primary School,91.177796,25.098842
n5790001043,"5790001043",node,school,Borodol Basbari Gov Primari School,91.183809,25.098789
n5790001045,"5790001045",node,school,Jamalabaz Gov Primary School,91.179810,25.111596
n5790001047,"5790001047",node,school,Borodol Notun Hati Gov Primary School,91.175296,25.124096
n5790001048,"5790001048",node,school,Borodol Notun Hati Islameya Dakhil Madrasha,91.175439,25.124274
n5790001049,"5790001049",node,school,Borodol puranhati jami Mosque with Madrasha,91.185515,25.135356
n5790001050,"5790001050",node,school,Borodol Dakhil Ullum Hafizia Madrasha,91.178769,25.136140
n5790001165,"5790001165",node,school,Borodol High School,91.192773,25.137813
n5790001166,"5790001166",node,school,Kukur Kandi Bodor Pur Gov primary School,91.195069,25.138379
n5790001168,"5790001168",node,school,Kukur Kandi Alia Madrasha,91.195050,25.135703
n5790093565,"5790093565",node,school,Madrasha,91.185402,25.193554
n5790093566,"5790093566",node,school,Sujon Pond Madrasha,91.185542,25.194316
n5790093567,"5790093567",node,school,Koukandi High School,91.187857,25.189047
n5790093568,"5790093568",node,school,Jameya Islameya Koukandi Bazar Madrasha,91.187979,25.188687
n5790093570,"5790093570",node,school,Koukandi Chaturvuz Gov Primary school,91.186650,25.184919
n5790093572,"5790093572",node,school,M A Jahar High School,91.197963,25.172959
n5790093575,"5790093575",node,school,Holhaliya Shat Gram Dakhil Madrasha,91.176444,25.176160
n5790093577,"5790093577",node,school,Nalar Bondo Gov Primary School,91.169520,25.169588
n5790093580,"5790093580",node,school,Kamarkandi Gov Primary School,91.174204,25.160920
n5795609347,"5795609347",node,school,Dotto High School,90.732139,24.880548
n5797280656,"5797280656",node,school,,90.544795,23.797588
n5817644522,"5817644522",node,school,Masjid Cum Madrasha,90.666331,22.717974
n5817644523,"5817644523",node,school,Tulatuli Kandokar Bari Primary School Cyclone Centre,90.673841,22.716236
n5817644524,"5817644524",node,school,Al Hera Girls Madrasha,90.670247,22.715910
n5817644526,"5817644526",node,school,Baliyakhandi School Pocchim Dhonia,90.665225,22.716842
n5817644527,"5817644527",node,school,Daris Salam Atimkhana Madrasha,90.671291,22.715739
n5817748743,"5817748743",node,school,Mannan talukdar Dhakil Madrasha,90.666302,22.707600
n5817748744,"5817748744",node,school,64 no Dhania Govt primary School Cyclone Shelter,90.666326,22.708393
n5817748748,"5817748748",node,school,Pocchim Dhonia Aliya Senior Madrasha,90.660503,22.714533
n5817761901,"5817761901",node,school,44 no Cheoyakhali Govt primary School Cyclone Shelter,90.658299,22.707069
n5818469399,"5818469399",node,school,38 No Uttor Gongakirti Govt Primary School,90.675298,22.693214
n5818529231,"5818529231",node,school,Markazul Quaran Madrassa,90.672993,22.689000
n5818529233,"5818529233",node,school,Guli High School vacant,90.678422,22.690352
n5821627255,"5821627255",node,school,চট্টগ্রাম সেনানিবাস উচ্চ বিদ্যালয় - Chittagong Cantonment High School,91.814241,22.410078
n5824240953,"5824240953",node,school,,89.914123,23.978566
n5835892027,"5835892027",node,school,Bokultola Gov. Primary School.,89.690277,22.517150
n5835892077,"5835892077",node,school,Sonailtola ABS Dakhil Madrasha.,89.669505,22.515538
n5835892080,"5835892080",node,school,Amratola Mass Education Center.,89.659702,22.511952
n5835892081,"5835892081",node,school,Amratola Chopra Gov. Primary School Kam Cyclone Center.,89.659558,22.506952
n5835892084,"5835892084",node,school,Chopra Gov. Primary School & Cyclone Center.,89.647185,22.506030
n5835892086,"5835892086",node,school,Ullubonniya Gov. Primary School.,89.648090,22.527760
n5835892091,"5835892091",node,school,Joykhaar Gov. Primary School Kam Cyclone Center.,89.630339,22.510578
n5835892106,"5835892106",node,school,Horendronath Mollik Srity Gov. Prymary School.,89.641271,22.521564
n5839451765,"5839451765",node,school,Deyer khondo Government Primary School,89.650911,22.454068
n5839468413,"5839468413",node,school,Yunus Ali Secondary School,89.677472,22.454338
n5841098038,"5841098038",node,school,Deyer khondo Government Primary School,89.650905,22.454068
n5843916189,"5843916189",node,school,92 no Dhwatla K C Government primary school,89.722019,22.494104
n5843941115,"5843941115",node,school,South Bangla Collage and High School and Madrasha(দক্ষিন বাংলা কলেজ এবং হাই স্কুল এবং মাদ্রাসা),89.752789,22.464935
n5843946842,"5843946842",node,school,284 no East Shommadar Khali Government Primary School,89.767388,22.462139
n5843982689,"5843982689",node,school,Karmiya Nurani Madrasha,89.680875,22.405775
n5843982692,"5843982692",node,school,Moddho Burburiya Government Primary School and Shelter center,89.666320,22.429719
n5843982694,"5843982694",node,school,Ajij Vadri Secondary School and Shelter center,89.655213,22.425489
n5843982697,"5843982697",node,school,North Bastola Keratul Quran Noorani Karimi Madrasa,89.648419,22.444073
n5843982698,"5843982698",node,school,Yunus Ali Secondary School,89.677432,22.454314
n5845375380,"5845375380",node,school,Kochubuniya Darus Salat Dakhil Madrasha,89.696613,22.414758
n5845496087,"5845496087",node,school,Madurpalta Children's Education Center,89.689915,22.441691
n5845496088,"5845496088",node,school,Madurpalta Niyaj Ali Madrasha and Shelter Center,89.687316,22.447048
n5845496090,"5845496090",node,school,Mosque-based children and children's education center,89.682689,22.446515
n5845496091,"5845496091",node,school,Madur Palta Government Primary School and Shelter Center,89.681557,22.446793
n5845496092,"5845496092",node,school,Madur Palta Government Primary School,89.681600,22.446845
n5846805637,"5846805637",node,school,Digraj Government Primary School,89.674729,22.435292
n5851368587,"5851368587",node,school,,89.400784,23.026540
n5856949572,"5856949572",node,school,Manil Mia Girls Dakhil Madrasha,89.845373,22.464697
n5856949577,"5856949577",node,school,186 No. Baroikhali Manik Mia Govt. Primary School,89.845365,22.464842
n5856949584,"5856949584",node,school,108 No. Baroikhali Govt. Primary School Cam Cyclone Shalter,89.840781,22.477199
n5856951999,"5856951999",node,school,110 No. Bohor Buniya Govt. Primary School And Cyclone Shalter,89.810980,22.485541
n5856952005,"5856952005",node,school,Uttor Sutaluri Secondary School,89.820912,22.473380
n5856952015,"5856952015",node,school,114 No. S P Govt. Primary School,89.829398,22.466814
n5856952020,"5856952020",node,school,Jomaddar Para Govt. Primary School,89.830914,22.463805
n5856952022,"5856952022",node,school,Baroikhali Sutalori Govt. Primary School,89.836030,22.457675
n5856952032,"5856952032",node,school,111 No. Shekh Para Govt. Primary School And Cyclone Shalter,89.815089,22.459524
n5856952037,"5856952037",node,school,113 No. Sutalori Govt. Primary School,89.825994,22.446860
n5856952039,"5856952039",node,school,Gowabariya Abul Kashem Sriti Dakhil Madrasha,89.824342,22.441646
n5856952044,"5856952044",node,school,165 No. Mujibur Haque Govt. Primary School,89.823926,22.441621
n5856952050,"5856952050",node,school,Mosque E Nur Jami Mosque,89.813253,22.440740
n5856952057,"5856952057",node,school,Tapal Baria Govt. Primary School,89.812183,22.437627
n5856952062,"5856952062",node,school,South Sutalori Monir Uddin Dakhil Madrasha,89.807018,22.450985
n5856952068,"5856952068",node,school,South Sutalori M J K M Secondary School,89.803886,22.441578
n5856952073,"5856952073",node,school,South Sutalori Govt. Primary School,89.804003,22.442281
n5856952290,"5856952290",node,school,South Poylatola Non_Goverment Primary School,89.791512,22.447378
n5856952295,"5856952295",node,school,174 No. Sutalori Shajahania Govt. Primary School,89.791639,22.437872
n5856952300,"5856952300",node,school,272 No. Vobanda Govt. Primary School,89.779559,22.440650
n5861865516,"5861865516",node,school,Chor vita gov primary School,89.704840,25.593603
n5861866930,"5861866930",node,school,Chor vita Vasoman school,89.700939,25.595092
n5863664086,"5863664086",node,school,2 No Primary School,90.655118,24.419395
n5863678737,"5863678737",node,school,Hossaipur sadar dakhil madrasah,90.652561,24.427003
n5863703234,"5863703234",node,school,Khayerbaria S.A.R. High School,89.510647,24.047146
n5865205108,"5865205108",node,school,Borodol Gov Primary Schoo,91.176825,25.129725
n5865432889,"5865432889",node,school,Mowkhali PannaDaie Primary School,89.646608,22.472533
n5865432919,"5865432919",node,school,Ismail Memorial Secondary School,89.697800,22.453207
n5865432924,"5865432924",node,school,Saheber Metho Govt. Primary School,89.695736,22.453874
n5865432950,"5865432950",node,school,Khonkarer Ber Govt. Primary School/Cyclone Center,89.697592,22.463412
n5865432980,"5865432980",node,school,Junior Secondary Girls School,89.704045,22.485710
n5865433185,"5865433185",node,school,Khaser Danga Secondary School,89.699516,22.486129
n5865433204,"5865433204",node,school,Cowri Danga Madrasha,89.667336,22.490382
n5865433219,"5865433219",node,school,Akimuddin Edtedaye Madrasha,89.652785,22.488729
n5865433229,"5865433229",node,school,Serea Begum Secondary School,89.646091,22.486425
n5865433234,"5865433234",node,school,Pashcim mitthakhali Rudro MD. Shahidullah Govt. Primary School,89.645646,22.486989
n5871257290,"5871257290",node,school,ashutia chamadiya dakhil madrasah,90.699565,24.392132
n5871257291,"5871257291",node,school,Ashutia High School,90.699902,24.392097
n5871330400,"5871330400",node,school,Water filters near Rajeshwar Government Primary School,89.843334,22.287307
n5873976000,"5873976000",node,school,Hossainpur Adarsha School,90.652478,24.424816
n5876233965,"5876233965",node,school,Private Primary School near Zilbunia Cyclone Center,89.848992,22.300577
n5876233968,"5876233968",node,school,41 No North Kadamtala Primary School,89.847047,22.304736
n5876233970,"5876233970",node,school,Ideal Children Government Primary School No 66,89.840505,22.310012
n5876233971,"5876233971",node,school,Sharankhola mohila Dakhil Madrasa,89.840985,22.310476
n5876233972,"5876233972",node,school,Rayenda Bazar Islamia Dakhil Madrasa,89.855290,22.309954
n5876233973,"5876233973",node,school,Mass education and Momtaz Begum Shishu School,89.856218,22.311672
n5876233974,"5876233974",node,school,Sher-e-Bangla Primary School No 85,89.856161,22.312624
n5876233975,"5876233975",node,school,Model High School Cam Cyclone Center,89.852355,22.312672
n5876233976,"5876233976",node,school,RKDS Pilot Girls School,89.853753,22.312825
n5876233979,"5876233979",node,school,Rayanda Model Government Primary School,89.853399,22.314143
n5876233980,"5876233980",node,school,Rayenda Pilot High School,89.853447,22.314530
n5876234387,"5876234387",node,school,77th Rajeshwar Government Primary School,89.843445,22.286657
n5876234388,"5876234388",node,school,Kadamtala Primary School Kam Cyclone Center No 53,89.842139,22.291859
n5876234389,"5876234389",node,school,Mohsinya Forkania Hafizia Madrasa and Orphanage,89.843941,22.292817
n5876234392,"5876234392",node,school,Chal rayenda government primary school,89.829803,22.264932
n5876234394,"5876234394",node,school,Lakurtala Government Primary School,89.829672,22.276692
n5876234399,"5876234399",node,school,58th North Tafal Ghar Government Primary School,89.821641,22.286170
n5876234400,"5876234400",node,school,North Tafal House Quraan Dinina Madrasa,89.822298,22.287660
n5876234402,"5876234402",node,school,West Para Government Primary School,89.820381,22.294586
n5876234403,"5876234403",node,school,Khada AGM Dakhil Madrasa,89.824959,22.298676
n5876234405,"5876234405",node,school,East Khada Government Primary School,89.827625,22.305356
n5876234410,"5876234410",node,school,Janata Secondary School and Mosque Cyclone Center,89.812385,22.303515
n5876234411,"5876234411",node,school,Eastern Malia Rajapur Madrasah pucca,89.806259,22.302537
n5876234412,"5876234412",node,school,South Malia Rajapur Government Primary School,89.801911,22.303771
n5876234414,"5876234414",node,school,North Malia Rajapur Government Primary School,89.804161,22.308379
n5876234416,"5876234416",node,school,Small South Rajapur Government Primary School,89.782162,22.299113
n5876234417,"5876234417",node,school,South Rajapur High School and Shelter Center,89.782934,22.299932
n5876234419,"5876234419",node,school,Rasulpur Government Primary School No 74 is pucca,89.785203,22.314935
n5876234420,"5876234420",node,school,Rajapur Government Primary School No 46,89.783830,22.325281
n5876234421,"5876234421",node,school,North Rajapur Kumi Madrasa,89.779850,22.324939
n5876234422,"5876234422",node,school,96 no North Rajapur Culvert Government Primary School,89.782548,22.329465
n5876234423,"5876234423",node,school,West Rajapur Government Primary School No 17,89.771658,22.316997
n5876234425,"5876234425",node,school,Madrasha,89.766479,22.323383
n5878625100,"5878625100",node,school,Pitolganj High School,90.638793,24.446500
n5884587803,"5884587803",node,school,Balarapa ML High School,88.907456,26.209881
n5884593071,"5884593071",node,school,Dakshin Balapara Government Primary School,88.907961,26.210102
n5886825472,"5886825472",node,school,Khantakata Union Secondary School,89.865246,22.345878
n5888196004,"5888196004",node,school,B I B D B Porichalito School,91.238140,25.114763
n5888196010,"5888196010",node,school,Balijuri Govt Primary School,91.249030,25.108385
n5888196011,"5888196011",node,school,Hazi Alahi Box High School,91.249291,25.108209
n5889960580,"5889960580",node,school,Baniajan CT Pilot High School,90.858654,24.812971
n5894264992,"5894264992",node,school,,88.715109,25.933622
n5896898593,"5896898593",node,school,Barhatta Pilot Girls High School,90.882278,24.899514
n5896946986,"5896946986",node,school,,91.781909,22.280703
n5896946989,"5896946989",node,school,,91.785014,22.284010
n5900028290,"5900028290",node,school,Kathalbari Primary School,91.561743,25.136189
n5901139005,"5901139005",node,school,Alekanda Secondery Girls School,90.361409,22.696671
n5909300372,"5909300372",node,school,Uttor Purba Shahamadar Govt Primary School,90.647925,22.733569
n5909300374,"5909300374",node,school,Abdul Hasim Patwary Moktob,90.651889,22.733252
n5909300376,"5909300376",node,school,BRAC Pre Primary School,90.651659,22.733129
n5909300380,"5909300380",node,school,18 no Dakhin Gazipur Govt Primary School,90.646766,22.728183
n5909300383,"5909300383",node,school,Kachia Baghabari Dakhil Madrassa,90.643529,22.729730
n5909300885,"5909300885",node,school,92 No Kalianagar Govt Primary School,90.643187,22.729229
n5909300887,"5909300887",node,school,29 No Paschim Kachia school,90.641300,22.728517
n5909300890,"5909300890",node,school,Hafizia Madrassa in front of Kala Mia,90.644084,22.724886
n5909300891,"5909300891",node,school,26 no Murad Sobullah Govt Primary School,90.643899,22.724569
n5909300892,"5909300892",node,school,Poranganj Hafezia Madrassa 1970,90.640501,22.723624
n5909300893,"5909300893",node,school,Poranganj High School 1911,90.638521,22.723594
n5909300895,"5909300895",node,school,Porangonj Govt Primary School 2009 10,90.638098,22.723765
n5909300896,"5909300896",node,school,Halima Khatun Girls School College,90.638283,22.723547
n5909300899,"5909300899",node,school,Shahamadar Darul Mohila Madrassa,90.664995,22.727226
n5910909729,"5910909729",node,school,Hamidpur Government Primary School(হামিদপুর সরকারী প্রাথমিক বিদ্যালয় ),89.830919,25.627607
n5917976265,"5917976265",node,school,Habiganj Model Primary School,91.417656,24.368698
n5918015002,"5918015002",node,school,"Madrasah-e-Alia, Habiganj",91.421739,24.359933
n5918145553,"5918145553",node,school,Karapur Popular Secondary School,90.286291,22.717162
n5920584187,"5920584187",node,school,cambrian school and collage,90.398368,23.703184
n5922370875,"5922370875",node,school,Sandikona School and College,90.766905,24.663480
n5924145518,"5924145518",node,school,Dhania School,90.666679,22.699094
n5924149429,"5924149429",node,school,Primary school,90.676426,22.709907
n5926353136,"5926353136",node,school,36 no Dhania Govt Primary School Cyclone Shelter,90.676168,22.710075
n5929571820,"5929571820",node,school,Meghdubi Adarsha High School,90.435394,23.942258
n5942670583,"5942670583",node,school,Secret Hurt Primary School,89.629299,22.469078
n5942705514,"5942705514",node,school,বারুহাস হাই স্কুল,89.289218,24.470194
n5942868337,"5942868337",node,school,Alhaz Korban Alim Madrasa,89.623164,22.475196
n5963826471,"5963826471",node,school,RRF Secondary School,89.508352,22.904335
n5972519822,"5972519822",node,school,Amratola Chopra High School.,89.669305,22.504192
n5972631696,"5972631696",node,school,Char Ganga Ideal Secondary School,90.386930,21.958899
n5972631697,"5972631697",node,school,Maddha Char Ganga Govt. Primary School,90.400002,21.967308
n5972631698,"5972631698",node,school,44 No Char Ganga Cyclone Center Kum Primart School,90.400261,21.975646
n5972631699,"5972631699",node,school,53 No Bailabunia Govt. Primary School,90.346382,21.881851
n5972631727,"5972631727",node,school,51 No Mowdubi Mukhor Banda Govt. Primary School,90.335375,21.870405
n5972631737,"5972631737",node,school,Hawladar Kanda Govt. Primary School,90.324963,21.884155
n5972631738,"5972631738",node,school,Mowdubi Secondary School,90.336539,21.891076
n5972632385,"5972632385",node,school,43 No Chatiyanpara Govt. Primary School,90.339640,21.914561
n5972632386,"5972632386",node,school,45 No Kankunipara Govt. Primary School,90.336376,21.929439
n5972632391,"5972632391",node,school,45 No Kankunipara Govt. Primary School,90.355898,21.928196
n5972632406,"5972632406",node,school,Tunggibariya Govt. Primary School,90.348035,21.942172
n5972632407,"5972632407",node,school,Tunggibariya Secondary School,90.348415,21.942198
n5972632409,"5972632409",node,school,42 No Samchad Govt. Primary School,90.357384,21.950908
n5972632413,"5972632413",node,school,Boro Baisdia A Hakim Secondary School,90.363013,21.967532
n5972632419,"5972632419",node,school,36 No Felabunia Govt. Primary School,90.367137,21.980744
n5972632436,"5972632436",node,school,Gabbunia Lower Secondary School,90.390353,21.982974
n5972632442,"5972632442",node,school,Degree Govt. Primary School,90.382139,21.995632
n5973985404,"5973985404",node,school,Rangabali Baherchor Government School(রাঙ্গাবালি বাহেরচর সরকারি বিদ্যালয়),90.459028,21.977658
n5973989584,"5973989584",node,school,Rangabali Model Secondary School(রাঙ্গাবালি মডেল মাদ্ধমিক বিদ্যালয় ),90.435746,21.974733
n5973996903,"5973996903",node,school,Mujib Bariya Non-government Primary School(মুজিব বারিয়া বেসরকারি প্রাথমিক বিদ্যালয় ),90.461775,21.968435
n5974455282,"5974455282",node,school,Gondodula Government Primary School(গন্দুদুলা সরকারি প্রাথমিক বিদ্যালয় ),90.435945,21.952619
n5974455283,"5974455283",node,school,Gondodula Government Primary School(গন্দুদুলা সরকারি প্রাথমিক বিদ্যালয় ),90.435435,21.959316
n5974455284,"5974455284",node,school,Majhneta Government Primary School(মাঝনেতা সরকারি প্রাথমিক বিদ্যালয় ),90.446116,21.951738
n5974455585,"5974455585",node,school,Purbo Neta A H M Government Primary School(পূর্ব নেতা এ এইচ এম সরকারি প্রাথমিক বিদ্যালয় ),90.455353,21.945130
n5974455588,"5974455588",node,school,Rusul Bariya Government Primary School(রুসুল বাড়িয়া সরকারি প্রাথমিক বিদ্যালয়),90.467702,21.954619
n5974455589,"5974455589",node,school,Amli Bariya Government Primary School(আমলি বাড়িয়া সরকারি বিদ্যালয়),90.452698,21.959873
n5974480375,"5974480375",node,school,Kajir Aoula Government Primary School(কাজির আউলা সরকারি প্রাথমিক বিদ্যালয় ),90.419422,21.961445
n5974613418,"5974613418",node,school,Rangabali Nijaola Government Primary School(রাগাবালি নিজাওলা সরকারি প্রাথমিক বিদ্যালয় ),90.412588,21.944285
n5975414204,"5975414204",node,school,Rangabali nechariya Dakhil Madrasha(রাঙ্গাবালি নেছারিয়া দাখিল মাদ্রাসা ),90.449501,21.936796
n5975414205,"5975414205",node,school,South Kajir Aoula Government Primary School(দক্ষিন কাজির আওউলা সরকারি প্রাথমিক বিদ্যালয় ),90.419991,21.939577
n5975414207,"5975414207",node,school,19 no Rangabali Government Primary School(১৯ নং রাঙ্গাবালি সরকারি প্রাথমিক বিদ্যালয়),90.427600,21.937739
n5975414208,"5975414208",node,school,Rangabali Saleha Government Primary School(রাঙ্গাবালি সালেহা সরকারি প্রাথমিক বিদ্যালয় ),90.406725,21.938931
n5975414209,"5975414209",node,school,Kacabuniya Government Primary School,90.421069,21.930581
n5975414210,"5975414210",node,school,Jugir Haula Government Primary School(জুগির হাউলা সরকারি বিদ্যালয়),90.441803,21.924848
n5975414211,"5975414211",node,school,10 no Samudafth Government Primary School,90.436513,21.917055
n5975414212,"5975414212",node,school,Pusur Buniya Cyclone Primary School,90.398319,21.927077
n5975414214,"5975414214",node,school,Dokkhin Samudabad Private Primary School(দক্ষিণ সামুদাবাদ বেসরকারি বিদ্যালয়),90.425701,21.908056
n5975414215,"5975414215",node,school,Gongipara Government Primary School(গঙ্গিপারা সরকারি প্রাথমিক বিদ্যালয় ),90.404719,21.915293
n5975414216,"5975414216",node,school,Sener Haula Government Primary School(সেনের হাউলা সরকারি প্রাথমিক বিদ্যালয়),90.391581,21.917338
n5983441455,"5983441455",node,school,Abdul Hasim Patwary Moktob,90.651889,22.733252
n5983441458,"5983441458",node,school,Kachia Shahamadar High School,90.648365,22.731872
n5983441473,"5983441473",node,school,Poranganj Hafezia Madrassa 1970,90.640501,22.723624
n5983441476,"5983441476",node,school,Porangonj Govt Primary School 2009 10,90.638098,22.723765
n5983441477,"5983441477",node,school,Halima Khatun Girls School College,90.638283,22.723547
n5983441480,"5983441480",node,school,Shahamadar Darul Mohila Madrassa,90.664995,22.727226
n5983656033,"5983656033",node,school,110 no Nolbunia Govt Primary School,89.819852,22.352137
n5983656037,"5983656037",node,school,Amra Gachia Bohumukhi Madrasha Orphanages,89.809907,22.334223
n5983656038,"5983656038",node,school,Amra Gachia Bohumukhi High School,89.809705,22.333665
n5983656039,"5983656039",node,school,Amra Gachia Govt Primary School,89.810194,22.333514
n5983656040,"5983656040",node,school,East Amra Gachia Govt Primary School,89.820000,22.331052
n5983656041,"5983656041",node,school,Razapur Sundorbon Govt Primary School,89.807471,22.349600
n5983656042,"5983656042",node,school,111 no Hogolpati Govt Primary School,89.782535,22.351257
n5983656043,"5983656043",node,school,Boro Razapur Solimia Dakhil Madrasha,89.780788,22.351889
n5983656044,"5983656044",node,school,Jamela Mohila Madrasha,89.780469,22.351200
n5983656045,"5983656045",node,school,Ayesha Siddikia Mohila Madrasha Orphanages,89.780252,22.350885
n5983656054,"5983656054",node,school,Razapur Bazar Mohamanio Hafizia Madrasha Orphanages,89.779315,22.338815
n5983656055,"5983656055",node,school,Razapur High School,89.830225,22.341617
n5983656056,"5983656056",node,school,Razapur High School,89.829504,22.341482
n5983656057,"5983656057",node,school,Dhanshagor United High School,89.812862,22.386934
n5983656059,"5983656059",node,school,Radha Laxmi Junior Girls School,89.803357,22.385263
n5983656060,"5983656060",node,school,Razapur Yeasin Memorial Govt Primary School,89.801155,22.372469
n5983656062,"5983656062",node,school,Middle Dhanshagor Govt Primary School,89.799065,22.376515
n5993296949,"5993296949",node,school,59 No. Gohin khali Govt. Primary School,90.465015,21.984349
n5993296950,"5993296950",node,school,Nol Gunia Chawmuhuni Madrasha,90.459572,21.996038
n5993296951,"5993296951",node,school,Chawmuhuni Gudghat To Haridra Khali School,90.459116,22.001426
n5993296956,"5993296956",node,school,Nol Gunia Govt. Primary School,90.447438,21.999360
n5993296957,"5993296957",node,school,West Kawkhali Govt. Primary School,90.451667,22.027031
n5993296958,"5993296958",node,school,North Choto Baishdia 3rd Govt. Primary School,90.430401,22.030473
n5993296959,"5993296959",node,school,65 No. North Choto Baishdia Govt. Primary School,90.427354,22.031392
n5993296960,"5993296960",node,school,Haridra Khali Nurani Hafizia Madrasha,90.463387,22.012210
n5993296961,"5993296961",node,school,Horidra Khali Govt. Primary School,90.460244,22.012080
n5993296962,"5993296962",node,school,East Vuiyar Awla Govt. Primary School,90.451842,22.012647
n5993296967,"5993296967",node,school,Sajir Govt. Primary School,90.440526,22.012046
n5993296972,"5993296972",node,school,Sajir Hawla Akbaria Dakhil Madrasha,90.436784,22.013150
n5993296973,"5993296973",node,school,A. Rahman Govt. Primary School,90.428300,22.018377
n5993296974,"5993296974",node,school,55 No. Choto Baishdia Govt. Primary School,90.427035,22.020832
n6004173385,"6004173385",node,school,,90.653382,23.453523
n6004173387,"6004173387",node,school,,90.651741,23.446489
n6005294919,"6005294919",node,school,Choto Baishdia Fazlul Karim High School,90.430039,22.000342
n6008178190,"6008178190",node,school,South Fulkhali Govt. Primary School,90.419432,21.970800
n6008178210,"6008178210",node,school,Kasemul Ulum Hafejia Madrasha,90.412143,21.968999
n6009115751,"6009115751",node,school,,90.556017,24.450898
n6015407712,"6015407712",node,school,265 no North Dhowatola Government Primary School,89.737186,22.511046
n6018837956,"6018837956",node,school,26 no. Dakkhin Joynagar Govt Primary School,90.700942,22.566508
n6018837959,"6018837959",node,school,Uttor purbo Dakkhin Joynagar Govt. Primary School,90.704981,22.572235
n6018837960,"6018837960",node,school,Daroga para govt primary school,90.710480,22.583697
n6018837966,"6018837966",node,school,Azhar Ali High School,90.712910,22.563848
n6018837967,"6018837967",node,school,Nur Miar Hat Govt. Primary School,90.712915,22.563650
n6018837968,"6018837968",node,school,Tube well of Dakkhin Joynagar howladar para non govt primary school,90.706011,22.559112
n6018837969,"6018837969",node,school,Dakin joynagar howladar para non govt primary school,90.706526,22.558533
n6018837972,"6018837972",node,school,47 n. South Sayadpur Government primary school,90.698383,22.546776
n6018837973,"6018837973",node,school,West Joyenagar primary school,90.661798,22.576708
n6018837974,"6018837974",node,school,West Joyenagar secondary school,90.661191,22.576911
n6018837978,"6018837978",node,school,26 No. south Noya howladar primary school,90.674130,22.560871
n6018837980,"6018837980",node,school,53 No. Somajpur Govt. primary school,90.676083,22.555080
n6018837981,"6018837981",node,school,Tube-well of 53 No. somajpur primary school,90.676469,22.552900
n6018837982,"6018837982",node,school,25 n. Mohonpur government primary school,90.685197,22.554555
n6018839686,"6018839686",node,school,10 nM. West Jaynagar Government Primary school & Flood shelter,90.678073,22.537719
n6027019350,"6027019350",node,school,Shohid Zia Primary School,91.773046,24.481252
n6027830068,"6027830068",node,school,Nagar Secondary School,89.491410,22.509149
n6027830085,"6027830085",node,school,Sree Nagar Uttarpara Gov. Primary School,89.491869,22.519170
n6027830086,"6027830086",node,school,Sree Nagar Uttarpara Gov. Primary School,89.491724,22.519337
n6027830113,"6027830113",node,school,Razzak Hafijia Madrasha,89.487301,22.532455
n6027830114,"6027830114",node,school,Kalinagar G.C Secondary School,89.483782,22.533093
n6027830119,"6027830119",node,school,Kamarkhola Gov. Primery School,89.483443,22.549852
n6027830120,"6027830120",node,school,Poschim sree Nogar Primary School,89.473751,22.517835
n6027830131,"6027830131",node,school,Saharabaad Hafejiya Nurani Madrasha,89.472037,22.518689
n6027830136,"6027830136",node,school,Ferick Dhanga BFC Primary School,89.455399,22.514965
n6027830137,"6027830137",node,school,Vita Vhanga Horichor Primary School cam cyclone center.,89.449418,22.520659
n6027830138,"6027830138",node,school,Parjoy nogor Gov. Primary school cam cyclone center.,89.466654,22.532445
n6027830139,"6027830139",node,school,Joy Nagar Gov. Primary School Cam Cyclone Center.,89.461063,22.533079
n6027830146,"6027830146",node,school,GP Secondary School,89.460244,22.533788
n6027830151,"6027830151",node,school,Joy nagar dakhil madrasa cam cyclone center.,89.455376,22.533752
n6027830156,"6027830156",node,school,Parjoy Nogar Amdadul ulum Coui madrasa & Aytem Khana,89.450421,22.534060
n6027830157,"6027830157",node,school,Amerunnessa Noorani Hafizia Madrasa,89.448498,22.537452
n6027830158,"6027830158",node,school,South Joy Nagar Gov. Primary School,89.453362,22.544821
n6027830179,"6027830179",node,school,Sundarbans Adarsha Secondary School,89.463163,22.553674
n6027830180,"6027830180",node,school,Rajnogar Cannikcor Gov. Primary School.,89.465056,22.554202
n6027830181,"6027830181",node,school,Kamarkhola lower secondary school cam cyclone center.,89.478149,22.565729
n6036281158,"6036281158",node,school,UCEP-Mohsin Khulna Technical School,89.539864,22.842111
n6037442265,"6037442265",node,school,12 no. west Maijpara Goverment Primary School,90.170371,23.084455
n6038831114,"6038831114",node,school,Kolanagar High School,89.390794,23.762145
n6039679848,"6039679848",node,school,110 no Nolbunia Govt Primary School,89.819852,22.352137
n6039679852,"6039679852",node,school,Amra Gachia Bohumukhi Madrasha Orphanages,89.809907,22.334223
n6039679853,"6039679853",node,school,Amra Gachia Bohumukhi High School,89.809705,22.333665
n6039679854,"6039679854",node,school,Amra Gachia Govt Primary School,89.810194,22.333514
n6039679855,"6039679855",node,school,East Amra Gachia Govt Primary School,89.820000,22.331052
n6039679856,"6039679856",node,school,Razapur Sundorbon Govt Primary School,89.807471,22.349600
