full_id,osm_id,osm_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,email,name,phone,url,addr:state,website,type,wikimapa:author,opening_hours,addr:suburb,denomination,religion,wheelchair,IPP:BAIRRO,IPP:CHAVE,IPP:CODATIVIDA,IPP:CODBAIRRO,IPP:COD_INEP,IPP:COD_SMA,IPP:CRE,IPP:DESIGNACAO,IPP:ENDNOVO,IPP:FLG_VALIDA,IPP:OBS,IPP:ENDERECO,IPP:TELEFONES,fee,operator,operator:type,building,addr:housename,historic,suburb,alt_name,start_date,school,sport,barrier,entrance,description,short_name,phone:2,level,official_name,school_type,bicycle,foot,addr:place,fax,office,display,support,visibility,bicycle_parking,capacity,covered,pt:bicycle_parking,access,natural,wikidata,wikipedia,name:en,name:pt,language,addr:unit,loc_name,education,min_age,layer,parking,internet_access,internet_access:fee,grades,survey:date,x,y
n823949546,"823949546",node,Rio de Janeiro,BR,"98",,Rua Caiabu,school,,Escola Municipal Pires e Albuquerque,+55-21-33910372,,,,,,,,,,,Irajá,"10927","0","076","33074674","010927","05","0514016",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10927&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3244725000,-22.8530299000
n823949560,"823949560",node,,,,,Rua Capitão Teixeira,school,,Escola Municipal Stella Guerra Duval,+55-21-33312452,,,,,,,,,,,Realengo,"11973","0","139","33081174","011973","08","0833032",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11973&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4266879000,-22.8833812000
n823949564,"823949564",node,,,,,,school,,Creche Municipal Alegria de Nova Cidade,,,,,,,,,,,,Inhoaiba,"17896","0","146","33095922","017896","09","0918601",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=17896&cmd=load,S,,ESTRADA DO GOIABAL75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5906698000,-22.9031597000
n823949592,"823949592",node,Rio de Janeiro,BR,"42",,Rua Mateus de Andrade,school,,Escola Municipal Suécia,+55-21-25990534,,,,,,,,,,,Pilares,"11805","0","071","33073287","011805","03","0313053",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11805&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2992929000,-22.8751225000
n823949614,"823949614",node,Rio de Janeiro,BR,"55",,Rua Silva Gomes,school,,Escola Municipal Azevedo Junior,+55-21-22290317,,,,,,,,,,,Cascadura,"10996","0","082","33076014","010996","05","0515052",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10996&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3273728000,-22.8803880000
n823949616,"823949616",node,,,,,,school,,Escola Municipal Condessa Pereira Carneiro,,,,,,,,,,,,Vila Militar,"11946","0","135","33080283","011946","08","0833006",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11946&cmd=load,S,,"Rua Calixto Silva, S/Nº - Gl-A-Q.01  ",2457-5163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3965127000,-22.8535720000
n823949649,"823949649",node,Rio de Janeiro,BR,"730",,Rua Caetano da Silva,school,,Escola Municipal Cinco de Julho,+55-21-25910937,,,,,,,,,,,Engenheiro Leal,"10993","0","081","33076065","010993","05","0515049",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10993&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3232438000,-22.8769659000
n823949709,"823949709",node,,,,,,school,,Escola Municipal Dom Pedro I,,,,,,,,,,,,Barra Da Tijuca,"11712","0","128","33087814","011712","07","0724008",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11712&cmd=load,S,Segundo o diretor as informações estão corretas.,"Pça. Soldado Geraldo Cruz, 50  ",2494-2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3212205000,-23.0095107000
n823949711,"823949711",node,,,,,,school,,Escola Municipal Cesar Augusto Soares,,,,,,,,,,,,Sampaio,"11853","0","060","33072647","011853","03","0313005",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11853&cmd=load,S,,"Rua Cadete Paim Pamplona, 50  ",2281-2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2609384000,-22.9011593000
n823949716,"823949716",node,,,,,,school,,Escola Municipal José Mauro de Vasconcelos,,,,,,,,,,,,Bangu,"11082","0","141","33080658","011082","08","0817082",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11082&cmd=load,S,,"Rua Marlieria, S/Nº ",3332-7160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4668981000,-22.8504508000
n823949723,"823949723",node,,,,,,school,,Creche Municipal Yara Amaral,,,,,,,,,,,,Anchieta,"39761","0","107","33158070","039761","06","0622603",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39761&cmd=load,N,O nome da rua está correto no mapa e não no cadastro inexistindo o nome Catavent,Rua Alfredo de Freitas- Catavento s/nº ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3865485000,-22.8200800000
n823949726,"823949726",node,,,,,,school,,Ciep Poeta Cruz e Sousa,,,,,,,,,,,,Bangu,"11904","0","141","33079170","011904","08","0817508",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11904&cmd=load,S,,"Rua Marechal Marciano, S/Nº  ",3338-9240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4590644000,-22.8691076000
n823949741,"823949741",node,,,"495",,Rua Acapori,school,,Escola Municipal Professora Helena Lopes Abranches,+55-21-24276217,,,,,,,,,,,Gardênia Azul,"11451","0","117","33078289","011451","07","0716014",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11451&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3535207000,-22.9608355000
n823949743,"823949743",node,,,,,Rua Biarritz,school,,Escola Municipal Anna Amélia Queiroz Carneiro de Mendonça,"+552133314415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4598275000,-22.8719148000
n823949747,"823949747",node,,,,,Rua Marcorama,school,,Escola Municipal Professor Manoel Maurício,+55-21-33945076,,,,,,,,,,,Cosmos,"11096","0","147","33083266","011096","09","0918011",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11096&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6096180000,-22.8871711000
n823949750,"823949750",node,,,,,,school,,Escola Municipal Lauro Muller,,,,,,,,,,,,Padre Miguel,"11010","0","140","33080690","011010","08","0817010",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11010&cmd=load,S,,"Rua Rosa de Almeida, 113  ",3331-6986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4464824000,-22.8820856000
n823949754,"823949754",node,,,,,,school,,Escola Municipal Hemetério dos Santos,,,,,,,,,,,,Jacarepaguá,"11700","0","115","33077959","011700","07","0724016",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11700&cmd=load,S,,"Estr. dos Bandeirantes, 8.293  ",2442-1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4132041000,-22.9723267000
n823949757,"823949757",node,,,"30",,Rua General Gomes de Castro,school,,Escola Municipal Moacyr Padilha,+55-21-33312799,,,,,,,,,,,Padre Miguel,"11050","0","140","33080810","011050","08","0817050",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11050&cmd=load,N,Localizada do outro lado da via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4506945000,-22.8687783000
n823949759,"823949759",node,,,,,,school,,Escola Municipal Tenente Renato César,,,,,,,,,,,,Santa Cruz,"11176","0","149","33085129","011176","10","1019012",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11176&cmd=load,S,,"Avenida Areia Branca, 1.510  ",3395-1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6862249000,-22.9391869000
n823949903,"823949903",node,,,,,,school,,Escola Municipal Lauro Sodré,,,,,,,,,,,,Inhaúma,"11498","0","054","33072914","011498","03","0312017",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11498&cmd=load,S,,"Estr. Adhemar Bebiano, 785  ",3882-8610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2689782000,-22.8728037000
n823949921,"823949921",node,,,"55",,Praça Presidente Aguirre Cerda,school,,Escola Municipal Guatemala,+55-21-22217569,,,,,,,,,,,Centro,"11238","0","005","33063141","011238","01","0102006",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11238&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1884086000,-22.9181905000
n823949925,"823949925",node,,,"453",,Rua Itapiru,school,,Escola Municipal Estados Unidos,+55-21-25021534,,,,,,,,,,,Catumbi,"10788","0","006","33063133","010788","01","0103001",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10788&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1964129000,-22.9215693000
n823949933,"823949933",node,Rio de Janeiro,,,,Rua Itambaraçá,school,,Escola Municipal Rômulo Gallegos,+55 21 3394-6795,,,,,,,Cosmos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6016196000,-22.8890085000
n823949940,"823949940",node,,,"201",,Rua Adolfo Bergamini,school,,Escola Municipal Rio Grande do Sul,+55-21-32729525,,,,,,,,,,,Engenho De Dentro,"11822","0","066","33073210","011822","03","0313036",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11822&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2959816000,-22.9003542000
n823949950,"823949950",node,,,,,Rua Jorge Lacerda,school,,Escola Municipal Presidente Gronchi,+55-21-33463150,,,,,,,,,,,Jardim América,"11868","0","049","33070776","011868","04","0431023",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11868&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3223184000,-22.8137244000
n823949957,"823949957",node,,,,,,school,,Escola Municipal Pedro Mota Lima,,,,,,,,,,,,Cosmos,"11202","0","147","33084904","011202","10","1019038",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11202&cmd=load,N,"Endereço errado, Entre as Ruas 4,6,8 e Estr. Paciencia - Pertence a 10ª CRE","Estrada da Paciência, 368  ",2409-7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6186926000,-22.9054937000
n823949971,"823949971",node,,,,,,school,,Escola Municipal Jornalista Brito Broca,,,,,,,,,,,,Tijuca,"10855","0","033","33067112","010855","02","0208011",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10855&cmd=load,,,"Rua Castelnuovo, S/Nº  ",2238-1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2417818000,-22.9434308000
n823949973,"823949973",node,,,,,Praça Paulo Setubal,school,,Escola Municipal Albert Sabin,+55-21-33910768,,,,,,,,,,,Vila Da Penha,"10918","0","074","33074305","010918","05","0514007",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10918&cmd=load,S,,,,,,,,"27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3111886000,-22.8422212000
n823949975,"823949975",node,,,"5011",,Estrada de Jacarepaguá,school,,Ciep No. 301 Lindolpho Collor,+55-21-24476115,,,,,,,,,,,Jacarepaguá,"11681","0","115","33076928","011681","07","0716203",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11681&cmd=load,S,localização da escola ok/bosque atrás da escola não existe mais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3355222000,-22.9732345000
n823949976,"823949976",node,,,,,,school,,Escola Municipal Leonidas Sobrinho Porto,,,,,,,,,,,,Bangu,"11018","0","141","33080712","011018","08","0817018",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11018&cmd=load,S,,"Rua das Avencas, s/n ",2401-5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4630823000,-22.8855713000
n823949977,"823949977",node,,,,,,school,,Escola Municipal Professora Felicidade de Moura Castro,,,,,,,,,,,,Taquara,"11643","0","122","33078270","011643","07","0716046",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11643&cmd=load,S,,"Rua Moacir Campos, S/Nº  ",3392-7105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3655134000,-22.9318968000
n823949979,"823949979",node,,,,,,school,,Escola Municipal Miguel Couto,,,,,,,,,,,,Olaria,"11286","0","042","33070679","011286","04","0410024",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11286&cmd=load,S,,"Rua Carlina, S/Nº  ",2590-3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2660836000,-22.8399129000
n823949980,"823949980",node,,,"81",,Rua da América,school,,Classe em Cooperação Francisco Benjamim Galloti,+55-21-22331273,,,,,,,,,,,Santo Cristo,"11227","0","003","33062447","011227","01","0101006",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11227&cmd=load,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1998795000,-22.9013660000
n823949981,"823949981",node,,,,,Rua Adolfo Konder,school,,Escola Municipal Gabriel Soares de Souza,+55-21-24015609,,,,,,,,,,,Realengo,"11969","0","139","33080461","011969","08","0833028",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11969&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4241460000,-22.8802944000
n823949983,"823949983",node,Rio de Janeiro,,"205",20930-060,Rua Ébano,school,,Escola Municipal Cardeal Leme,+55 21 3895-8643 / +55 21 3895-8642,,,,,,,Benfica,,,,Benfica,"11470","0","012","33066221","011470","01","0107011",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11470&cmd=load,S,,"Rua Ébano, 205",3860-0641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2357809000,-22.8892277000
n823949984,"823949984",node,,,"19",,Rua Adalberto Ferreira,school,,Escola Municipal Sergio Vieira de Mello,+55-21-22599444,,,,,,,,,,,Leblon,"19115","0","026","33146292","019115","02","0206024",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=19115&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2236378000,-22.9788062000
n823949989,"823949989",node,,,,,,school,,Escola Municipal Meralina de Castro,,,,,,,,,,,,Santa Cruz,"11213","0","149","33084858","011213","10","1019049",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11213&cmd=load,S,,"Rua Cravolândia, S/Nº - Lote 2",3354-9626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6817867000,-22.9073927000
n823949990,"823949990",node,,,,,,school,,Ciep Doutor João Ramos de Souza,,,,,,,,,,,,Portuguesa,"11592","0","103","33085412","011592","04","0420503",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11592&cmd=load,,,"Estr. Tubiacanga, S/Nº",3393-2429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2034939000,-22.7961346000
n823949991,"823949991",node,,,,,Rua Quinze,school,,Escola Municipal Gandhi,+55-21-24136507,,,,,,,,,,,Paciência,"11204","0","148","33084726","011204","10","1019040",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11204&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6261762000,-22.8718037000
n823949998,"823949998",node,Rio de Janeiro,,"200",,Rua Rosalina Brand,school,,Escola Municipal República da Colômbia,+55 21 2439-1334,,,,,,,Barra da Tijuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3407715000,-23.0032210000
n823949999,"823949999",node,,,,,,school,,Creche Municipal Sempre Vida Parque de Santa Cruz,,,,,,,,,,,,Santa Cruz,"18761","0","149","33121559","018761","10","1019622",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18761&cmd=load,S,,RUA PEDRO PEREIRA DA SILVAS/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6763504000,-22.9346235000
n823950000,"823950000",node,,,,,,school,,Escola Municipal José Lins do Rego,,,,,,,,,,,,Cachambi,"11832","0","065","33072884","011832","03","0313026",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11832&cmd=load,S,,"Rua Reginaldo Pardelha, S/Nº  ",2261-0903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2661600000,-22.8906648000
n823950002,"823950002",node,,,,,,school,,Escola Municipal Luiz da Câmara Cascudo,,,,,,,,,,,,Realengo,"11989","0","139","33080739","011989","08","0833048",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11989&cmd=load,S,,"Rua do Cacau, S/Nº",3331-4940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4164603000,-22.8815854000
n823950004,"823950004",node,,,,,,school,,Escola Municipal Benedito Ottoni,,,,,,,,,,,,Maracanã,"10868","0","035","33066990","010868","02","0209001",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10868&cmd=load,,,"Rua Senador Furtado, 90  ",2568-9798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2194032000,-22.9109244000
n823950005,"823950005",node,,,,,Rua Sofia,school,,Escola Municipal Bangu,+55-21-24015624,,,,,,,,,,,Padre Miguel,"11047","0","140","33080160","011047","08","0817047",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11047&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4518909000,-22.8735795000
n823950008,"823950008",node,,,,,Rua Capitão Vicente,school,,Classe em Cooperação Pioneiras Sociais No.12,+55-21-22704233,,,,,,,,,,,Penha Circular,"11356","0","044","33070750","011356","04","0411019",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11356&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2861195000,-22.8364865000
n823950011,"823950011",node,,,,,,school,,Escola Municipal Lais Netto dos Reis,,,,,,,,,,,,Olaria,"11279","0","042","33069298","011279","04","0410017",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11279&cmd=load,S,,"Pça. Belmonte, 7  ",2260-6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2680048000,-22.8483128000
n823950014,"823950014",node,,,,,,school,,Escola Municipal Ministro Adauto Lúcio Cardoso,,,,,,,,,,,,Campo Grande,"11156","0","144","33083118","011156","09","0918073",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11156&cmd=load,S,,"Rua H, S/Nº Km 49 - Conjunto Campinho Santa Margarida",3394-7230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6144149000,-22.8795480000
n823950015,"823950015",node,,,,,Estrada do Taquaral,school,,Ciep Olof Palme,+55-21-33389239,,,,,,,,,,,Bangu,"11898","0","141","33079153","011898","08","0817506",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11898&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4745432000,-22.8650768000
n823950016,"823950016",node,Rio de Janeiro,BR,"397",,Rua das Laranjeiras,school,,Escola Municipal José de Alencar,+55-21-22658836,,,,,,,Laranjeiras,,,,Laranjeiras,"10793","0","017","33064156","010793","02","0204005",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10793&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1899108000,-22.9371344000
n823950018,"823950018",node,,,,,,school,,Ciep Samuel Wainer,,,,,,,,,,,,Tijuca,"11561","0","033","33066515","011561","02","0208501",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11561&cmd=load,S,,"Avenida Heitor Beltrão, S/Nº  ",2234-4383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2280402000,-22.9212863000
n823950019,"823950019",node,,,,,,school,,Escola Municipal Professora Orminda Rodrigues,,,,,,,,,,,,Inhoaíba,"11087","0","146","33083282","011087","09","0918002",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11087&cmd=load,S,,"Rua Prof. Souza Moreira, 363  ",2413-4825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5958610000,-22.9102769000
n823950022,"823950022",node,,,,,,school,,Escola Municipal do Catumbi,,,,,,,,,,,,Catumbi,"11539","0","006","33063125","011539","01","0103501",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11539&cmd=load,S,,"Rua Dom Pedro Mascarenhas, 23  ",2293-0367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1946856000,-22.9158847000
n823950023,"823950023",node,,,,,,school,,Creche Municipal Visconde de Sabugosa,,,,,,,,,,,,Jardim America,"18784","0","049","33095892","018784","04","0431606",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18784&cmd=load,N,Não pertence à 6ª CRE OBS AJUSTE: territorialmente na 6a. CRE,"RUA JASMIN, 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3315732000,-22.8043575000
n823950027,"823950027",node,,,,,,school,,Escola Municipal São Fernando,,,,,,,,,,,,Santa Cruz,"11783","0","149","33084009","011783","10","1019070",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11783&cmd=load,S,,"Rua Álvaro Fausto de Souza, S/Nº  ",3395-1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.7173802000,-22.8893589000
n823950028,"823950028",node,,,"122",,Rua Heron Domingues,school,,Escola Municipal Gaspar Vianna,+55-21-33711800,,,,,,,,,,,Irajá,"10934","0","076","33074437","010934","05","0514023",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10934&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3210603000,-22.8254576000
n823950033,"823950033",node,,,"50",,Estrada Porto Velho,school,,Escola Municipal Roraima,+55-21-24851140,,,,,,,,,,,Cordovil,"11341","0","046","33070849","011341","04","0431009",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11341&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2955028000,-22.8233410000
n823950035,"823950035",node,,,,,,school,,Escola Municipal Alberto de Oliveira,,,,,,,,,,,,Galeão,"11302","0","104","33085919","011302","04","0420025",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11302&cmd=load,S,,"Avenida Sete, 1411  ",3393-1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2332044000,-22.8187003000
n823950036,"823950036",node,Rio de Janeiro,,"37",,Rua Amaral Costa,school,,Escola Municipal Venezuela,+55-21-24133755,,,,,,,Campo Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5607822000,-22.9062669000
n823950038,"823950038",node,,,,,Rua Gimirim,school,,Escola Municipal Nicolau Antônio Taunay,+55-21-22697547,,,,,,,,,,,Inhaúma,"11499","0","054","33073066","011499","03","0312018",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11499&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2759423000,-22.8745817000
n823950039,"823950039",node,,,"8505",,Estrada da Pedra,school,,Escola Municipal Nestor Victor,+55-21-24171640,,,,,,,,,,,Pedra De Guaratiba,"11768","0","153","33083150","011768","10","1026015",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11768&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6495221000,-22.9959941000
n823950040,"823950040",node,,,,,,school,,Escola Municipal Samuel Wainer,,,,,,,,,,,,Santíssimo,"11129","0","143","33083401","011129","09","0918046",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11129&cmd=load,S,,"Rua Jornalista Samuel Wainer, S/Nº  ",2404-2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5113324000,-22.8704403000
